nonce,value
1599241392,414.08
1599241500,2021.78
1599241644,2296.74
1599241724,2093.61
1599242195,416.81
1599242869,1616.54
1599243201,1481.04
1599243550,478.3
1599244566,418.37
1599247633,145.63
1599249481,45.53
1599249946,253.12
1599250543,2074.21
1599250608,100.0
1599250633,2074.21
1599250745,1031.22
1599251295,1365.67
1599251479,1365.67
1599251714,1384.21
1599251781,1609.63
1599252016,1000.0
1599252035,1384.21
1599252170,696.45
1599252279,1696.45
1599252299,108469.87
1599252363,1788.31
1599252649,0.0
1599252770,18460.8
1599252835,1593.06
1599252986,5533.61
1599253154,1604.34
1599256365,4248.37
1599256522,4248.37
1599257367,2000.61
1599257496,458.38
1599258615,1551.52
1599258938,1551.52
1599259428,2655.7
1599260704,8469.96
1599261796,1576.43
1599261853,398.9
1599262083,500.0
1599262941,409.69
1599264490,1576.43
1599265039,409.07
1599265154,450.0
1599267450,500.0
1599267633,0.0
1599267753,1275.41
1599267782,500.0
1599269276,500.0
1599269642,1500.0
1599269915,1453.61
1599270064,1912.15
1599271914,6199.99
1599276221,92933.54
1599281357,808.57
1599283360,1062.81
1599284793,4798.0
1599285080,500.0
1599285651,668.51
1599286103,1300.0
1599287467,2000.0
1599289451,213.89
1599290164,1610.52
1599291423,990.22
1599291913,378.35
1599292666,1794.31
1599292747,2681.8
1599293239,2681.8
1599293390,1048.94
1599295335,1048.94
1599295547,211.94
1599295613,211.94
1599296445,3018.36
1599297075,2542.54
1599297115,2542.54
1599297654,2542.54
1599300336,2065.67
1599300707,5000.0
1599300835,2624.23
1599300939,2624.23
1599301117,5000.0
1599301253,5000.0
1599301309,5000.0
1599301913,5000.0
1599302744,2168.87
1599302854,2168.87
1599302862,179.94
1599302863,3399.15
1599303033,2591.04
1599303241,1215.83
1599303796,3000.0
1599304671,1500.0
1599304880,1965.2
1599305117,1500.0
1599305282,1329.3
1599305290,2604.07
1599305520,2604.07
1599305943,1679.62
1599306399,1037.0
1599306408,12000.0
1599306432,8533.76
1599306828,6000.0
1599307759,2616.16
1599307791,2616.16
1599308243,688.37
1599308470,2545.13
1599308523,1490.0
1599308608,2000.0
1599308778,227.33
1599309674,0.0
1599309700,222.58
1599309933,845.45
1599310094,2618.66
1599310275,2618.66
1599310358,4000.0
1599310567,2100.99
1599310610,2100.99
1599311008,3282.46
1599311476,3071.48
1599311553,3071.48
1599311938,4000.0
1599312007,923.33
1599312051,1490.0
1599312127,1279.69
1599312839,1249.38
1599313268,923.33
1599314589,804.18
1599315548,7413.99
1599315653,1249.38
1599315657,1279.69
1599317190,2231.3
1599317342,2000.0
1599317901,2000.0
1599319192,5000.0
1599319369,8813.43
1599319386,2400.0
1599320028,1218.16
1599323365,4600.0
1599325628,309.08
1599326033,3159.42
1599328067,100.0
1599328532,6974.74
1599329806,4437.76
1599329901,143.0
1599329955,4370.71
1599330254,5141.69
1599330542,4000.0
1599331005,711.83
1599331265,1000.0
1599331532,198.35
1599333496,1320.29
1599333556,1320.29
1599333982,65000.0
1599334320,1226.67
1599334454,1226.67
1599334685,2610.53
1599334714,2610.53
1599335348,5093.68
1599335402,6720.37
1599335640,1394.75
1599335830,15000.0
1599336348,385.17
1599336737,8507.96
1599336771,1000.0
1599337251,3930.82
1599337676,1000.0
1599337789,2000.0
1599337899,2000.0
1599337978,2000.0
1599338547,865.59
1599339107,79228162514.26
1599340510,396.57
1599341724,3000.0
1599342364,500.0
1599342715,94.28
1599344182,2380.0
1599344216,2380.0
1599344621,1677.5
1599345942,1750.0
1599346207,5000.0
1599347173,4000.0
1599347248,4000.0
1599347984,432.62
1599348038,4000.0
1599348363,1486.46
1599349375,129.65
1599350719,1999.45
1599352844,2394.76
1599354044,2394.76
1599354310,540.29
1599355016,1839.08
1599356565,512.07
1599356774,540.29
1599357479,3764.62
1599357540,1395.74
1599357575,3764.62
1599357631,50.0
1599357684,1326.55
1599358443,1200.0
1599359771,60.0
1599360288,2380.0
1599360362,1024.9
1599361379,1024.9
1599363618,2381.08
1599365145,100.0
1599366707,11276.96
1599366845,90.0
1599367106,2500.0
1599367201,2078.12
1599367513,211.94
1599368228,1149.5
1599368457,1149.5
1599369728,1490.0
1599369976,3000.0
1599370421,1000.0
1599371066,2000.0
1599371403,1100.0
1599372163,4000.0
1599372830,2193.99
1599374395,245.38
1599374894,2610.21
1599375727,1211.49
1599375799,1553.48
1599376479,1211.49
1599376886,1553.48
1599377041,480.65
1599378856,2610.21
1599379506,3770.56
1599379994,3770.56
1599380047,3035.55
1599380058,186.85
1599381381,1161.5
1599381908,480.65
1599382470,1161.5
1599382910,883.43
1599383398,440.67
1599383990,2231.3
1599384223,4403.61
1599386717,1647.51
1599387985,1654.7
1599390925,1654.7
1599393924,422.86
1599395232,2104.6
1599396330,1044.4
1599396410,4426.5
1599396438,4426.5
1599397396,2247.42
1599397561,1148.75
1599400228,1295.15
1599400410,70.99
1599400696,1287.48
1599400979,3000.24
1599401207,32.96
1599402033,167.81
1599402669,0.0
1599403119,250.0
1599404114,1095.82
1599404322,1095.82
1599406303,0.0
1599406897,497.55
1599410798,2948.27
1599411032,2974.16
1599411854,2828.89
1599412453,836.91
1599412709,373.95
1599412989,2721.69
1599413310,1500.0
1599413710,3203.65
1599416964,2212.06
1599419534,991.31
1599419670,178.3
1599419903,892.84
1599422930,419.45
1599425525,250.63
1599426417,0.0
1599427829,3070.15
1599427876,2968.55
1599429833,1212.72
1599430212,6045.05
1599430816,1309.9
1599431143,100.0
1599431410,2529.4
1599437244,1136.05
1599437567,1136.05
1599441942,2067.93
1599448423,1891.3
1599450881,4989.9
1599453593,2823.24
1599453611,2823.24
1599460915,9186.93
1599461044,2219.9
1599461136,2219.9
1599463098,10498.0
1599463313,847.09
1599463654,2571.21
1599463880,2571.21
1599464370,1716.74
1599464399,6344.18
1599465848,1252.33
1599466536,10472.0
1599466698,10472.0
1599472412,1635.53
1599474532,1000.0
1599476216,1321.66
1599476723,3551.31
1599479167,787.19
1599479193,787.19
1599479462,4611.0
1599479524,4611.0
1599481280,4611.0
1599483278,3387.07
1599486507,1150.59
1599490265,868.1
1599491622,868.1
1599494277,500.0
1599494393,500.0
1599496576,100.0
1599496930,100.0
1599497171,450.0
1599498813,194.83
1599500779,68.43
1599502545,68.43
1599504995,384.0
1599505762,2000.0
1599505869,45.0
1599508235,100.0
1599508451,318.78
1599509341,159.4
1599517901,2858.81
1599518517,65.45
1599521464,119.59
1599522602,155.55
1599523643,883.43
1599532560,6004.34
1599533487,214.72
1599537184,1431.47
1599539797,2966.13
1599540066,1131.02
1599542904,2448.48
1599543416,274.23
1599549002,4720.5
1599549100,5000.0
1599549196,5000.0
1599550524,1017.68
1599550659,1017.68
1599551126,826.13
1599553188,1226.13
1599556757,2101.69
1599563390,121.41
1599564483,477.32
1599567364,291.56
1599568767,4061.13
1599569404,500.0
1599572070,4041.98
1599573768,3609.74
1599573994,4302.38
1599579400,900.0
1599580184,50.0
1599580320,5375.75
1599580373,1220.19
1599581423,2412.0
1599581577,2756.66
1599581585,445.0
1599581894,2430.26
1599583288,1000.0
1599583326,3428.4
1599583578,3428.4
1599584104,2332.76
1599584121,32743.05
1599584159,2332.0
1599584206,844.84
1599584415,2990.47
1599584561,367.39
1599584633,6074.79
1599584657,2628.28
1599584826,2762.39
1599584944,18722.0
1599584987,2199.92
1599584989,3561.39
1599585020,15.0
1599585023,950.7
1599585060,4733.11
1599585116,331.85
1599585169,1973.4
1599585200,9761.96
1599585256,422.82
1599585307,2459.4
1599585365,1694.23
1599585372,918.47
1599585481,1698.46
1599585485,382.23
1599585605,799.0
1599585669,4079.9
1599585677,1150.59
1599585687,245.46
1599585702,335.85
1599585714,335.39
1599585806,1000.0
1599585815,2988.65
1599585863,1658.77
1599585928,3872.63
1599585933,5000.0
1599585947,5093.41
1599585970,821.32
1599586020,508.51
1599586118,2819.92
1599586132,327.75
1599586191,4330.0
1599586253,1296.0
1599586334,6.45
1599586335,1000.0
1599586341,4206.3
1599586361,1296.0
1599586387,657.65
1599586583,486.68
1599586589,20000.0
1599586771,0.0
1599586815,1609.94
1599586863,1414.5
1599586947,317.29
1599586982,1573.34
1599587087,1000.0
1599587197,1000.0
1599587204,594.85
1599587283,2315.0
1599587372,1220.19
1599587414,608.95
1599587463,1001.0
1599587669,1517.25
1599587759,304.4
1599587956,674.72
1599588012,10.0
1599588133,6000.0
1599588238,1877.28
1599588353,1000.0
1599588373,3648.94
1599588482,3038.72
1599588645,2000.0
1599588682,1001.0
1599588739,545.64
1599588858,2000.0
1599588885,1250.0
1599588939,39.64
1599589150,1216.37
1599589172,304.5
1599589189,607.82
1599589277,607.82
1599589497,606.61
1599589505,951.46
1599589588,606.61
1599589604,1000.0
1599589649,644.59
1599589652,1056.17
1599589857,1896.29
1599589892,1000.0
1599589920,0.3
1599590354,2000.0
1599590490,2000.0
1599590522,605.6
1599590562,605.6
1599590657,605.6
1599590963,75.59
1599591052,2500.0
1599591275,3693.24
1599591392,921.47
1599591440,1500.0
1599591455,1186.37
1599591475,1500.0
1599591505,316.07
1599591595,7758.71
1599591719,3004.78
1599591730,298.8
1599591746,582.38
1599591998,298.8
1599592021,5784.43
1599592228,298.8
1599592311,102.37
1599592387,1384.48
1599592398,308.13
1599592521,1222.13
1599592685,652.33
1599592716,6085.05
1599592812,6085.05
1599593020,1110.0
1599593096,2234.09
1599593118,1108.97
1599593250,92.0
1599593704,5000.0
1599593709,5000.0
1599593792,155.02
1599593853,5000.0
1599593871,5000.0
1599593894,652.33
1599593992,5000.0
1599594189,6118.45
1599594301,2000.0
1599594316,5964.47
1599594901,150.21
1599594956,80.28
1599595025,3292.54
1599595391,300.06
1599595398,1196.37
1599595435,2083.64
1599595640,223.92
1599596952,601.33
1599596954,14995.0
1599597095,14995.0
1599597290,266.94
1599597326,2980.08
1599597706,1000.0
1599597921,56.93
1599597936,1000.0
1599598182,384.72
1599599222,6018.44
1599599263,1728.72
1599599510,1309.9
1599599763,62.18
1599599969,3029.88
1599600018,3029.88
1599600037,109.81
1599600162,480.07
1599600196,3029.88
1599600385,3433.04
1599600566,1111.0
1599600776,414.23
1599600887,45.0
1599601038,3141.27
1599601209,45.0
1599601262,2000.0
1599601315,2000.0
1599601338,1003.04
1599601375,1490.11
1599601519,572.78
1599601540,2000.0
1599601640,150.5
1599601846,6.02
1599601932,300.0
1599601981,1684.21
1599602383,3007.28
1599602476,1009.06
1599602807,901.47
1599602845,234.98
1599603290,895.84
1599603400,189.0
1599603414,2961.32
1599603465,5853.5
1599603478,2959.44
1599603743,5920.76
1599604032,40.0
1599604106,480.07
1599604271,883.29
1599604638,3000.0
1599605112,1500.0
1599605216,40.0
1599605609,1105.4
1599606291,599.6
1599606327,896.51
1599606478,100.0
1599606675,149.02
1599606740,220.0
1599606841,300.0
1599607138,908.75
1599607166,905.22
1599607193,511.4
1599607592,299.57
1599608001,987.0
1599608131,135.14
1599608493,510.0
1599608539,45.0
1599609038,158.53
1599609195,727.34
1599609203,1423.17
1599609277,50.0
1599609464,911.51
1599609588,50.0
1599609850,903.27
1599609932,1209.84
1599609987,903.27
1599610129,1813.46
1599610149,1209.84
1599610174,10000.0
1599610208,1813.46
1599611901,20.0
1599612041,1811.48
1599612359,370.73
1599612759,306.13
1599612881,1290.54
1599613274,709.4
1599613985,360.0
1599614451,1824.7
1599614783,616.88
1599614802,5314.6
1599614893,616.88
1599614909,107.79
1599615341,307.69
1599615543,620.56
1599615577,620.56
1599615665,620.56
1599617032,3078.55
1599617331,6038.29
1599618155,29.59
1599618481,3017.13
1599619136,2986.08
1599619704,196.25
1599619830,3244.46
1599620703,1165.82
1599620956,446.69
1599620987,446.69
1599621028,1165.82
1599621108,446.69
1599621291,289.59
1599621353,2875.88
1599621631,1173.29
1599621728,1173.29
1599621920,1214.47
1599622115,1214.47
1599622683,1443.5
1599624785,57.55
1599625081,1000.0
1599625246,1000.0
1599625510,1706.0
1599625602,1241.13
1599625670,8027.88
1599625740,1706.0
1599625915,572.12
1599626127,851.12
1599626314,851.12
1599626411,1024.51
1599626539,1024.51
1599626966,641.49
1599627022,4601.0
1599627065,916.72
1599627340,1272.99
1599627443,1272.99
1599627672,500.0
1599627778,373.85
1599627870,7078.42
1599627959,524.51
1599628033,1678.11
1599628062,7078.42
1599628066,1678.11
1599628130,8000.0
1599628418,1093.01
1599629235,1000.0
1599629738,523.79
1599629872,100.0
1599630452,1390.07
1599630692,1165.35
1599630709,150.0
1599631258,820.99
1599631348,893.57
1599632076,2339.69
1599632240,820.99
1599632429,820.99
1599632942,730.82
1599633450,350.0
1599633955,5636.68
1599634267,5636.68
1599635107,100.0
1599635615,300.0
1599635870,213.21
1599636935,2849.48
1599637006,2849.48
1599638003,847.5
1599638413,520.45
1599638584,1402.05
1599638940,837.05
1599639581,2544.5
1599639685,540.29
1599639736,1500.0
1599640131,268.25
1599640150,613.69
1599640415,613.69
1599640911,251.67
1599641021,280.94
1599641142,140.34
1599641235,46.0
1599641393,1370.43
1599641412,834.92
1599642015,500.0
1599642530,1052.71
1599642878,280.0
1599643222,999.32
1599643332,279.19
1599643349,999.32
1599643401,15000.0
1599643568,724.27
1599643655,15000.0
1599643985,140.61
1599644158,4617.52
1599644264,567.16
1599644705,509.23
1599645114,4797.19
1599646264,1000000.0
1599646669,500.0
1599647411,1074.93
1599647476,388.08
1599647624,1074.93
1599647658,1300.0
1599647776,388.08
1599648003,435.32
1599648069,990.0
1599648192,990.0
1599648249,2990.35
1599648452,90.35
1599648657,135.0
1599648913,1062.48
1599648970,1062.48
1599649963,500.0
1599650032,590.35
1599650129,900.0
1599650208,900.0
1599650229,800.0
1599650273,700.0
1599650308,1543.48
1599650357,1500.0
1599650514,1543.48
1599650782,911.6
1599650824,911.6
1599651730,576.15
1599652226,51.0
1599652309,951.34
1599652410,316.27
1599652594,3500.0
1599652628,6217.87
1599652694,2544.48
1599652716,2544.48
1599652756,2675.27
1599652810,2675.0
1599652944,1846.26
1599652985,1846.5
1599653002,2000.0
1599653108,1773.18
1599653333,2000.0
1599653422,4014.0
1599653478,4014.04
1599653691,2158.65
1599653715,2147.87
1599653806,0.0
1599653837,2500.0
1599653857,2147.87
1599653934,900.0
1599654067,4521.5
1599654074,6217.87
1599654078,700.0
1599654170,2500.0
1599654426,2500.0
1599654488,519.0
1599654646,2219.56
1599654654,29069.12
1599654865,3006.9
1599655050,3006.9
1599655150,2000.0
1599655197,2000.0
1599655299,2000.0
1599656928,1002.43
1599657052,900.0
1599657150,100.0
1599657169,315.27
1599657221,1000.0
1599657535,2288.91
1599657629,2288.91
1599657931,1779.63
1599657936,259.77
1599658094,1303.01
1599658206,1245.26
1599658365,2500.0
1599658368,1245.26
1599658453,900.0
1599658490,900.0
1599658502,800.0
1599658556,800.0
1599658560,357.53
1599658628,1600.0
1599658746,307.49
1599659411,552.47
1599659638,6485.65
1599660258,61.06
1599660350,305.09
1599660674,6361.93
1599660821,2000.0
1599660885,2000.0
1599661006,785.9
1599661040,2000.0
1599661091,20000.0
1599661142,31.38
1599661337,4508.47
1599661368,1056.81
1599661375,317.47
1599661455,900.0
1599661505,159.0
1599661562,1059.0
1599661842,1801.05
1599661938,900.0
1599661957,2228.86
1599661988,901.0
1599662054,1801.0
1599662073,1000.0
1599662367,1000.0
1599662473,893.67
1599662511,313.48
1599662758,475.7
1599663086,20000.0
1599663273,500.0
1599663999,178.9
1599664211,19745.35
1599664353,19745.35
1599664911,2228.86
1599665411,1844.3
1599665641,2000.0
1599665770,1196.37
1599665805,20.86
1599666142,595.3
1599666849,1638.74
1599666942,1745.43
1599666958,1076.4
1599667243,1983.99
1599667294,1983.99
1599667631,1172.98
1599667848,1990.0
1599668283,245.87
1599668497,1172.98
1599669232,301.04
1599670781,2989.19
1599671446,1757.52
1599671628,1000.0
1599672043,1489.4
1599672057,5862.81
1599672296,1455.34
1599672411,62.18
1599672472,262.93
1599673098,1347.95
1599673891,5000.0
1599674958,3272.56
1599674976,1374.36
1599675374,2926.14
1599675485,20.35
1599675639,1347.95
1599675756,821.15
1599676586,12000.0
1599676609,3500.0
1599676648,742.83
1599677112,2974.09
1599677879,1237.98
1599679083,140.18
1599679217,2920.15
1599679812,1000.0
1599680035,1000.0
1599680525,305.25
1599680563,84.19
1599680684,58.04
1599681307,1788.38
1599681335,2000.0
1599681416,4040.13
1599682858,68.75
1599682922,1200.0
1599682941,115.89
1599683131,1177.91
1599684907,204.94
1599684920,1543.78
1599685035,371621.25
1599685065,1543.78
1599685565,2328.01
1599685626,1000.0
1599686363,753.21
1599686602,753.21
1599686838,1481.67
1599687340,294.51
1599687545,5904.09
1599688503,1187.43
1599688655,1187.43
1599688884,45.0
1599689374,1323.09
1599689815,3000.0
1599689910,1090.64
1599690501,2000.0
1599691023,477.75
1599691133,2964.18
1599691170,2964.18
1599691267,2927.16
1599691304,2927.16
1599691341,2964.18
1599691406,4322.84
1599691429,2166.52
1599691491,2166.52
1599691517,2927.16
1599691699,266.78
1599691746,2166.52
1599693019,1055.19
1599693104,1055.19
1599694008,4285.46
1599694098,233.31
1599694242,5000.0
1599694258,100.0
1599694316,202.94
1599694354,405.0
1599694675,58.16
1599694825,4321.29
1599698657,500.0
1599698882,500.0
1599700422,2074.14
1599700501,2106.52
1599700676,2106.52
1599701257,1097.6
1599702000,1000.0
1599702085,2882.21
1599702710,5000.0
1599703306,572.31
1599705271,4000.0
1599705355,80.0
1599706514,2410.51
1599706633,2410.51
1599706968,2804.99
1599706977,1740.99
1599707031,1740.99
1599707158,4685.29
1599708029,553.45
1599708364,5000.0
1599708749,5000.0
1599709209,2043.27
1599709243,2043.27
1599709716,1380.19
1599709913,1380.19
1599710048,2046.1
1599711937,284.73
1599712807,852.07
1599713157,3780.08
1599713185,44.15
1599713212,3693.44
1599713507,3711.98
1599713763,1004.16
1599713883,1004.16
1599713893,135.45
1599714015,1458.0
1599714184,1458.0
1599714911,2861.53
1599715235,60.84
1599715480,60.84
1599715558,300.0
1599716130,223.63
1599716376,1686.81
1599717649,2776.52
1599718262,1501.55
1599720425,200.0
1599720470,1600.0
1599721436,2122.03
1599721444,497.64
1599721820,1396.35
1599721825,560.0
1599722813,100000.0
1599722922,7845.0
1599723137,7845.0
1599723299,1431.82
1599723465,194.9
1599724971,497.64
1599725424,3172.3
1599725538,3200.0
1599725879,225.18
1599726697,1968.2
1599727118,3000.0
1599727264,1366.2
1599727534,234.73
1599728482,3200.0
1599729658,1497.5
1599729805,28.55
1599730538,1497.5
1599730570,4020.6
1599730856,1000.0
1599731931,500.0
1599732405,570.29
1599732641,2000.0
1599733489,5000.0
1599733627,1117.02
1599733703,2000.0
1599733724,68.42
1599733942,2000.0
1599734268,500.0
1599734614,459.04
1599734880,487.21
1599736422,10253.58
1599737358,5409.08
1599737770,5409.08
1599740519,100.0
1599741269,118.38
1599741307,5035.12
1599741372,5045.31
1599742168,1172.54
1599742288,596.53
1599743870,202.37
1599746143,871.3
1599748682,9602.1
1599748941,722.38
1599751121,172.63
1599751135,96.98
1599751803,230.08
1599751947,1812.7
1599752010,1000.0
1599752556,260.17
1599755151,90.79
1599755672,5000.0
1599755754,282.87
1599756048,282.53
1599756619,124.43
1599757503,787.18
1599758917,4370.82
1599758938,1512.14
1599759508,1690.84
1599759618,6261.99
1599759664,2000.0
1599760002,2647.52
1599760077,2647.52
1599760325,5000.0
1599760643,3055.5
1599760740,3315.96
1599760846,540.79
1599760878,540.79
1599761748,1200.0
1599761879,269.92
1599762053,102.24
1599762144,269.73
1599762153,1009.06
1599762277,32730952.0
1599762492,1009.06
1599762704,3378.86
1599762902,2000.0
1599762974,533.2
1599763027,2000.0
1599763035,533.2
1599763181,533.2
1599763226,797.49
1599763259,797.49
1599763301,797.49
1599763502,1060.04
1599763552,1060.04
1599763694,1060.04
1599764121,3936.37
1599764157,3928.75
1599764186,3928.75
1599764201,1046.99
1599764247,1046.99
1599764261,586.83
1599764373,3936.37
1599765050,332.94
1599765133,851.14
1599765300,128.96
1599765562,2128.57
1599765806,5000.0
1599765824,803.11
1599765991,803.11
1599766024,5000.0
1599766117,1472.58
1599766149,3918.76
1599766217,1514.81
1599766567,1106.2
1599766732,1247.48
1599766894,1106.2
1599766940,1572.1
1599767236,126.97
1599767328,1000.0
1599767563,600.0
1599767629,6205.17
1599767716,1048.07
1599767742,1354.39
1599767797,440.51
1599768030,134.21
1599768053,1764.56
1599768551,6193.97
1599768631,2990.0
1599768705,1488.35
1599768813,2585.95
1599769009,1488.35
1599769108,22.66
1599769214,6208.21
1599769364,4169.24
1599769417,15.0
1599769454,4169.24
1599769596,6193.8
1599769602,250.0
1599769673,6208.21
1599769718,473.9
1599769787,20000.0
1599770052,2426.67
1599770175,20000.0
1599770180,455.38
1599770383,500.0
1599770829,2847.85
1599771049,30000.0
1599771232,307.95
1599771240,11722.99
1599771258,1478.35
1599771289,1478.5
1599771405,120.71
1599771513,3287.42
1599771573,308.13
1599771632,2000.95
1599771672,1459.59
1599771787,1452.09
1599771812,1630.72
1599772086,1624.95
1599772123,1634.64
1599772154,1000.0
1599772181,1707.68
1599772346,6114.82
1599772358,1000.0
1599772528,2000.0
1599772589,1623.73
1599773350,64.84
1599773636,3990.0
1599773843,5667.66
1599773847,20.0
1599773923,5970.53
1599773985,996.15
1599774021,2000.0
1599774055,996.15
1599774322,1793.87
1599774558,500.0
1599774572,1300.0
1599774618,2134.32
1599774679,90.0
1599774734,653.7
1599774735,10000.0
1599774851,899.38
1599774967,653.7
1599775025,899.38
1599775178,2152.94
1599775459,7414.62
1599775564,1751.0
1599775631,90.0
1599775636,724.95
1599775970,90.0
1599775988,1881.2
1599776226,3575.31
1599776436,1751.0
1599776515,20000.0
1599776792,19991.85
1599777148,15000.0
1599777359,15000.0
1599777597,1650.0
1599777873,241.29
1599778389,307.85
1599778563,241.29
1599780441,251.78
1599780471,3280.22
1599780866,247.84
1599781452,247.57
1599781585,247.29
1599783111,1250.0
1599783205,246.82
1599783578,246.55
1599783631,3000.0
1599784011,200.0
1599784173,101.84
1599786286,1006.0
1599786367,90.0
1599786603,614.14
1599786892,522.91
1599786948,360.0
1599788464,1000.0
1599788920,22095.34
1599789003,5000.0
1599789532,2000.01
1599789670,5000.0
1599789740,1000.0
1599789819,1000.0
1599789932,1000.0
1599790607,271.74
1599790656,21.73
1599790671,1371.83
1599790809,419.23
1599790814,3469.0
1599790854,1371.83
1599791113,5000.0
1599791173,700.0
1599791226,3000.0
1599791346,3000.0
1599791842,800.9
1599792919,3146.45
1599792997,3156.0
1599793404,2616.65
1599793440,2616.65
1599793662,2616.65
1599793918,2794.71
1599794047,2667.93
1599794124,2000.0
1599794192,220.3
1599794327,150.0
1599794329,2000.0
1599794384,150.0
1599794392,75.0
1599794498,5000.0
1599794637,2000.0
1599794923,15605.92
1599795032,1123.54
1599795040,2000.0
1599795140,1123.54
1599795202,1500.0
1599795332,1500.0
1599795592,559.75
1599795691,0.0
1599795711,605.31
1599795836,559.75
1599796047,605.31
1599796328,1000.0
1599796472,1365.85
1599796494,3708.46
1599796547,2247.46
1599796717,1596.57
1599796885,1365.85
1599797158,549.75
1599797344,3000.0
1599797421,243.73
1599797628,40000.0
1599797995,40000.0
1599798034,12215.97
1599798200,1000.0
1599798216,2826.51
1599798820,2793.28
1599798924,1018.68
1599799028,3569.9
1599799291,3569.9
1599799303,1018.68
1599799812,414.08
1599799872,118.21
1599802391,2000.0
1599802845,1922.57
1599802921,1800.97
1599802966,1800.97
1599803328,567.56
1599803842,4500.0
1599803942,2500.0
1599804171,1686.44
1599804271,1686.44
1599804733,17682.0
1599805174,17682.0
1599805314,1515.49
1599805437,2500.0
1599807697,577.93
1599808554,1514.44
1599808862,1515.49
1599812714,805.0
1599815817,2000.0
1599816101,2000.0
1599816175,332.94
1599816215,2000.0
1599816521,1325.46
1599816908,596.16
1599818283,293.57
1599821144,1309.94
1599821149,419.3
1599821202,908.14
1599821322,1309.94
1599821625,293.8
1599821957,311.19
1599823575,7549.99
1599825076,2152.94
1599825820,40.0
1599826186,1124.83
1599826450,3332.55
1599826535,1200.0
1599826548,1822.38
1599827310,356.23
1599827392,1000.0
1599827434,1000.0
1599827547,1886.15
1599827580,1886.15
1599827599,5000.0
1599827671,259.27
1599828009,1000.0
1599828081,1000.0
1599828666,1100.0
1599828873,3490.49
1599829443,774.87
1599829584,1053.67
1599829684,1053.67
1599830803,10672.7
1599830804,100.0
1599831540,8.34
1599832811,1236.73
1599833010,2000.0
1599834104,1886.15
1599834111,5000.0
1599834384,6138.1
1599835021,3042.33
1599835539,350.0
1599835930,748.45
1599836300,303.14
1599836489,605.18
1599836848,305.0
1599837525,7873.48
1599837920,827.19
1599838003,827.19
1599838039,1345.36
1599838254,1009.99
1599838361,1009.99
1599838508,1654.43
1599838574,1654.43
1599838814,1119.0
1599838865,1119.0
1599838880,1345.36
1599838926,150.03
1599839069,1345.36
1599839625,599.2
1599839662,599.2
1599839725,122.66
1599839841,599.2
1599840809,85.37
1599840901,80.63
1599841144,900.0
1599845641,485.0
1599845669,2080.0
1599848506,280.0
1599848527,709.31
1599848612,717.65
1599849888,155.16
1599850025,755.42
1599850143,1731.12
1599850210,1731.12
1599850921,1961.87
1599850957,1961.87
1599851445,2500.0
1599852420,256.0
1599852902,30.0
1599853287,55.57
1599854266,2396.29
1599854919,2396.29
1599855085,1444.41
1599858167,500.0
1599859263,59.91
1599859679,98.2
1599859949,100.0
1599860234,100.0
1599860927,212.98
1599861310,356.0
1599861578,367.8
1599862062,3341.31
1599862174,596.16
1599862269,1000.0
1599862309,1000.0
1599862617,1000.0
1599862781,46.67
1599863574,315.65
1599863740,250.0
1599863941,250.0
1599864409,997.53
1599864799,120.45
1599865300,120.45
1599866103,2195.0
1599866346,2195.0
1599866439,997.53
1599869214,1683.42
1599869265,1683.42
1599869299,1683.42
1599869979,312.04
1599870448,645.81
1599870507,645.81
1599870564,1172.58
1599870675,645.81
1599871626,62.39
1599873231,10.0
1599874103,154.82
1599874371,309.36
1599875438,528.69
1599876050,130.0
1599876965,256.92
1599877252,256.92
1599877813,59.55
1599878503,1100.0
1599878792,2700.98
1599879242,2016.74
1599880739,230.08
1599881320,220.3
1599882739,443.04
1599883930,1287.48
1599887475,54.11
1599888367,62.85
1599889346,325.11
1599889454,1490.01
1599890558,1490.01
1599894448,430.22
1599897274,75.32
1599898355,234.24
1599899714,323.0
1599900584,150.0
1599900944,1490.0
1599901351,1490.0
1599901361,556.51
1599902271,490.0
1599902461,490.0
1599903008,1116.4
1599904557,2000.0
1599905031,500.0
1599905112,20701.63
1599906933,0.0
1599907429,1398.58
1599907544,200.0
1599909726,1516.62
1599910834,1516.62
1599911294,406.59
1599911445,1704.18
1599911466,1704.18
1599911975,4502.35
1599916813,2000.0
1599916866,2000.0
1599916940,2000.0
1599917999,1600.0
1599918065,409.0
1599918932,301.97
1599919599,954.01
1599921028,673.78
1599921129,673.78
1599921366,2618.12
1599922025,350.0
1599922466,1923.71
1599922733,236.03
1599922899,2000.0
1599925053,2264.24
1599926474,253.2
1599927020,660.94
1599927560,3899.25
1599927727,2424.4
1599928467,2000.0
1599928525,2000.0
1599928604,2000.0
1599928773,1698.46
1599928920,736.78
1599929357,2000.0
1599929935,10129.65
1599930179,2532.96
1599930427,110.9
1599930624,4154.14
1599934463,201.0
1599934496,1193.53
1599935052,1354.48
1599935559,5.0
1599935826,3049.51
1599936618,638.33
1599937255,1333.66
1599937446,1106.97
1599937696,1296.61
1599939134,1150.0
1599941673,200.0
1599942281,200.0
1599944030,770.09
1599944357,100.08
1599944653,100.08
1599947248,1673.42
1599950601,1408.69
1599951519,309.36
1599951763,2493.67
1599951921,2571.14
1599953171,2119.52
1599953913,4916.63
1599956080,419.09
1599956746,57.59
